source_file,language,section,subgroup,rank,item,item_2,value,value_2,value_3,notes
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,15,havia vist,,15,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,16,alguna cosa,,15,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,17,democràcia catalana,,14,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,18,mai havia,,13,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,19,sant pau,,13,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,20,després haver,,12,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,1,tal volta,,10,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,2,pera fer,,8,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,3,bon mot,,5,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,4,hora present,,5,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,5,sos ulls,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,6,quatre vents,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,7,amor propi,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,8,cultura llenguatge,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,9,pecar llengua,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,10,nostre poble,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,11,lliga bon,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,12,pera assolir,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,13,vell fons,,4,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,14,sens dubte,,3,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,15,nom déu,,3,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,16,senyores senyors,,3,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,17,sinó home,,3,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,18,nostra parla,,3,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,19,favor nostre,,3,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,baleàric,20,dos mons,,3,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,1,maría gloria,,215,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,2,rey rodolf,,206,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,3,don pere,,190,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,4,jordi dandin,,186,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,5,alguna cosa,,182,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,6,tan sols,,169,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,7,comte orlof,,165,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,8,príncep demetri,,158,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,9,havia fet,,150,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,10,tomàs bajalta,,138,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,11,hereu escampa,,137,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,12,senyor josep,,131,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,13,tota mena,,129,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,14,fills israel,,129,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,15,don modest,,128,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,16,vol dir,,127,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,17,anna maria,,116,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,18,havia estat,,112,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,19,pau garcia,,112,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,central,20,vet aquí,,109,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,1,mon senyor,,87,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,2,donya ramona,,40,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,3,senyor hàmlet,,38,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,4,donya maria,,32,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,5,primer fosser,,30,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,6,havia fet,,29,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,7,rosencrantz guildenstern,,26,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,8,senyor tusquella,,19,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,9,dues germanes,,18,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,10,mai havia,,15,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,11,rei reina,,15,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,12,vuit anys,,14,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,13,havia estat,,14,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,14,alguna cosa,,14,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,15,santa maria,,13,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,16,havia vist,,13,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,17,carme agneta,,13,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,18,bona nit,,13,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,19,aquell dia,,11,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,nord-occidental,20,bon senyor,,11,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,1,sant pere,,77,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,2,sant roch,,63,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,3,joan valent,,43,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,4,mare deu,,40,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,5,nostre senyor,,38,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,6,senyor rector,,34,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,7,pot esse,,20,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,8,cade die,,19,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,9,pas may,,19,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,10,bon home,,18,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,11,deu anys,,17,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,12,deu vos,,17,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,13,porta cel,,16,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,14,van arrivar,,15,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,15,home just,,15,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,16,camina caminaràs,,14,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,17,devant porta,,14,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,18,fer padri,,14,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,19,podeu pensar,,13,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,septentrional,20,pas cap,,13,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,1,sant roc,,28,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,2,mare déu,,22,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,3,los ulls,,15,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,4,mestre domingo,,15,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,5,seua filla,,14,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,6,cal dir,,13,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,7,los dies,,12,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,8,los braços,,10,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,9,los teuladins,,9,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,10,allí estava,,9,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,11,sant josep,,9,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,12,allà van,,8,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,13,baix figuera,,8,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,14,casa clavari,,8,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,15,tota família,,7,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,16,has dit,,7,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,17,allí està,,7,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,18,sant fèlix,,7,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,19,falta gent,,6,,,
ca/ngrams_by_variant.txt,ca,ngrams_by_variant,valencià,20,tal volta,,6,,,
ca/lexical_stats.txt,ca,lexical_stats,overall,,all,,833803,87335,0.1047,mattr=0.8902; hapax=40954; hapax_pct=46.9
ca/lexical_stats.txt,ca,lexical_stats,decade,,1900s,,117476,27034,0.2301,mattr=0.8918; hapax=15692; hapax_pct=58.0
ca/lexical_stats.txt,ca,lexical_stats,decade,,1910s,,252804,43847,0.1734,mattr=0.8752; hapax=23202; hapax_pct=52.9
ca/lexical_stats.txt,ca,lexical_stats,decade,,1920s,,243317,37300,0.1533,mattr=0.8802; hapax=18383; hapax_pct=49.3
ca/lexical_stats.txt,ca,lexical_stats,decade,,1930s,,152777,32255,0.2111,mattr=0.9049; hapax=17071; hapax_pct=52.9
ca/lexical_stats.txt,ca,lexical_stats,decade,,1940s,,67429,19179,0.2844,mattr=0.9474; hapax=10657; hapax_pct=55.6
ca/lexical_stats.txt,ca,lexical_stats,variant,,baleàric,,14356,6726,0.4685,mattr=0.9231; hapax=4600; hapax_pct=68.4
ca/lexical_stats.txt,ca,lexical_stats,variant,,central,,724131,79486,0.1098,mattr=0.8901; hapax=37074; hapax_pct=46.6
ca/lexical_stats.txt,ca,lexical_stats,variant,,nord-occidental,,39160,9560,0.2441,mattr=0.8851; hapax=5440; hapax_pct=56.9
ca/lexical_stats.txt,ca,lexical_stats,variant,,septentrional,,25514,5774,0.2263,mattr=0.8524; hapax=3238; hapax_pct=56.1
ca/lexical_stats.txt,ca,lexical_stats,variant,,valencià,,30642,9971,0.3254,mattr=0.9095; hapax=5870; hapax_pct=58.9
es/keywords_log_odds.txt,es,keywords,positive_log_odds,1,havia,,8.9193,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,2,fer,,8.8111,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,3,dir,,8.5638,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,4,aquell,,8.4412,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,5,aquesta,,8.3095,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,6,tota,,8.2275,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,7,senyor,,8.186,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,8,mateix,,8.1464,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,9,fet,,8.1268,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,10,veure,,8.1232,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,11,després,,8.0952,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,12,sempre,,8.0884,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,13,ulls,,8.0677,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,14,ésser,,8.0269,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,15,vaig,,8.0216,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,16,los,,7.9705,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,17,mai,,7.9048,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,18,anar,,7.8783,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,19,cor,,7.8628,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,20,home,,7.8518,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,21,feia,,7.8416,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,22,pot,,7.8344,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,23,tenia,,7.7994,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,24,diu,,7.7605,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,25,anys,,7.7562,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,26,món,,7.6666,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,27,bon,,7.6619,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,28,haver,,7.6475,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,29,doncs,,7.6339,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,30,nit,,7.629,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,31,eren,,7.6281,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,32,havía,,7.6192,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,33,mort,,7.5724,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,34,damunt,,7.5461,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,35,sols,,7.5418,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,36,fill,,7.5354,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,37,aquells,,7.5289,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,38,anava,,7.5278,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,39,estat,,7.5234,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,40,ben,,7.5108,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,41,seves,,7.5091,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,42,havien,,7.5025,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,43,són,,7.481,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,44,fills,,7.465,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,45,dit,,7.458,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,46,terra,,7.4444,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,47,dins,,7.4285,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,48,estava,,7.4176,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,49,dues,,7.4005,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,positive_log_odds,50,sembla,,7.3918,,,distinctive_of=Catalan
es/keywords_log_odds.txt,es,keywords,negative_log_odds,1,señor,,-8.3377,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,2,esta,,-8.1877,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,3,hacia,,-7.948,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,4,dijo,,-7.8341,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,5,años,,-7.7075,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,6,madre,,-7.6748,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,7,incluso,,-7.6514,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,8,hijo,,-7.5819,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,9,hacía,,-7.5728,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,10,aquellos,,-7.5645,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,11,hijos,,-7.4885,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,12,pequeño,,-7.4603,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,13,manos,,-7.443,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,14,esas,,-7.4014,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,15,apenas,,-7.3855,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,16,cielo,,-7.3555,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,17,habría,,-7.2844,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,18,señora,,-7.2831,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,19,frente,,-7.2749,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,20,rostro,,-7.2211,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,21,embargo,,-7.1991,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,22,después,,-7.1804,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,23,demasiado,,-7.175,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,24,cuenta,,-7.1705,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,25,hablar,,-7.1504,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,26,mañana,,-7.0992,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,27,hubiera,,-7.0827,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,28,cualquier,,-7.0625,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,29,cierto,,-7.0591,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,30,espíritu,,-7.0539,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,31,pequeña,,-7.0505,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,32,junto,,-7.0488,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,33,habían,,-7.0312,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,34,buena,,-7.0261,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,35,cuerpo,,-6.9773,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,36,alguien,,-6.9298,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,37,niño,,-6.9201,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,38,parecía,,-6.9029,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,39,salir,,-6.8983,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,40,brazos,,-6.8963,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,41,habitación,,-6.8552,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,42,instante,,-6.8426,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,43,dado,,-6.8277,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,44,ningún,,-6.8168,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,45,atención,,-6.8125,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,46,pequeños,,-6.8081,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,47,respondió,,-6.7632,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,48,lado,,-6.7429,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,49,pie,,-6.7186,,,distinctive_of=Spanish
es/keywords_log_odds.txt,es,keywords,negative_log_odds,50,cataluña,,-6.7017,,,distinctive_of=Spanish
es/unigrams_freq.txt,es,unigrams_freq,,1,había,,5070,,,
es/unigrams_freq.txt,es,unigrams_freq,,2,tan,,3045,,,
es/unigrams_freq.txt,es,unigrams_freq,,3,hombre,,2673,,,
es/unigrams_freq.txt,es,unigrams_freq,,4,ahora,,2593,,,
es/unigrams_freq.txt,es,unigrams_freq,,5,pues,,2541,,,
es/unigrams_freq.txt,es,unigrams_freq,,6,bien,,2426,,,
es/unigrams_freq.txt,es,unigrams_freq,,7,casa,,2233,,,
es/unigrams_freq.txt,es,unigrams_freq,,8,vida,,2146,,,
es/unigrams_freq.txt,es,unigrams_freq,,9,solo,,2130,,,
es/unigrams_freq.txt,es,unigrams_freq,,10,señor,,2101,,,
es/unigrams_freq.txt,es,unigrams_freq,,11,allí,,1998,,,
es/unigrams_freq.txt,es,unigrams_freq,,12,día,,1984,,,
es/unigrams_freq.txt,es,unigrams_freq,,13,dos,,1919,,,
es/unigrams_freq.txt,es,unigrams_freq,,14,vez,,1887,,,
es/unigrams_freq.txt,es,unigrams_freq,,15,mientras,,1861,,,
es/unigrams_freq.txt,es,unigrams_freq,,16,siempre,,1839,,,
es/unigrams_freq.txt,es,unigrams_freq,,17,cómo,,1812,,,
es/unigrams_freq.txt,es,unigrams_freq,,18,esta,,1809,,,
es/unigrams_freq.txt,es,unigrams_freq,,19,mismo,,1735,,,
es/unigrams_freq.txt,es,unigrams_freq,,20,dios,,1680,,,
es/unigrams_freq.txt,es,unigrams_freq,,21,aquel,,1678,,,
es/unigrams_freq.txt,es,unigrams_freq,,22,está,,1675,,,
es/unigrams_freq.txt,es,unigrams_freq,,23,aquí,,1661,,,
es/unigrams_freq.txt,es,unigrams_freq,,24,tiempo,,1598,,,
es/unigrams_freq.txt,es,unigrams_freq,,25,padre,,1552,,,
es/unigrams_freq.txt,es,unigrams_freq,,26,gran,,1542,,,
es/unigrams_freq.txt,es,unigrams_freq,,27,aunque,,1530,,,
es/unigrams_freq.txt,es,unigrams_freq,,28,aquella,,1478,,,
es/unigrams_freq.txt,es,unigrams_freq,,29,toda,,1474,,,
es/unigrams_freq.txt,es,unigrams_freq,,30,hacia,,1424,,,
es/unigrams_freq.txt,es,unigrams_freq,,31,estaba,,1402,,,
es/unigrams_freq.txt,es,unigrams_freq,,32,ojos,,1382,,,
es/unigrams_freq.txt,es,unigrams_freq,,33,entonces,,1381,,,
es/unigrams_freq.txt,es,unigrams_freq,,34,fuera,,1379,,,
es/unigrams_freq.txt,es,unigrams_freq,,35,joven,,1373,,,
es/unigrams_freq.txt,es,unigrams_freq,,36,ver,,1349,,,
es/unigrams_freq.txt,es,unigrams_freq,,37,todas,,1329,,,
es/unigrams_freq.txt,es,unigrams_freq,,38,mujer,,1328,,,
es/unigrams_freq.txt,es,unigrams_freq,,39,después,,1322,,,
es/unigrams_freq.txt,es,unigrams_freq,,40,tierra,,1308,,,
es/unigrams_freq.txt,es,unigrams_freq,,41,dijo,,1271,,,
es/unigrams_freq.txt,es,unigrams_freq,,42,lugar,,1256,,,
es/unigrams_freq.txt,es,unigrams_freq,,43,nunca,,1252,,,
es/unigrams_freq.txt,es,unigrams_freq,,44,hacer,,1178,,,
es/unigrams_freq.txt,es,unigrams_freq,,45,corazón,,1163,,,
es/unigrams_freq.txt,es,unigrams_freq,,46,mundo,,1157,,,
es/unigrams_freq.txt,es,unigrams_freq,,47,noche,,1147,,,
es/unigrams_freq.txt,es,unigrams_freq,,48,tenía,,1145,,,
es/unigrams_freq.txt,es,unigrams_freq,,49,habían,,1139,,,
es/unigrams_freq.txt,es,unigrams_freq,,50,hombres,,1131,,,
es/bigrams_freq.txt,es,bigrams_freq,,1,mismo,tiempo,235,,,
es/bigrams_freq.txt,es,bigrams_freq,,2,quién,sabe,220,,,
es/bigrams_freq.txt,es,bigrams_freq,,3,maría,gloria,215,,,
es/bigrams_freq.txt,es,bigrams_freq,,4,todas,partes,208,,,
es/bigrams_freq.txt,es,bigrams_freq,,5,rey,rodolfo,204,,,
es/bigrams_freq.txt,es,bigrams_freq,,6,día,siguiente,192,,,
es/bigrams_freq.txt,es,bigrams_freq,,7,don,pedro,187,,,
es/bigrams_freq.txt,es,bigrams_freq,,8,había,sido,183,,,
es/bigrams_freq.txt,es,bigrams_freq,,9,jordi,dandin,183,,,
es/bigrams_freq.txt,es,bigrams_freq,,10,nunca,había,167,,,
es/bigrams_freq.txt,es,bigrams_freq,,11,voz,baja,164,,,
es/bigrams_freq.txt,es,bigrams_freq,,12,conde,orlof,163,,,
es/bigrams_freq.txt,es,bigrams_freq,,13,aquel,hombre,152,,,
es/bigrams_freq.txt,es,bigrams_freq,,14,había,visto,137,,,
es/bigrams_freq.txt,es,bigrams_freq,,15,tal,vez,133,,,
es/bigrams_freq.txt,es,bigrams_freq,,16,había,hecho,132,,,
es/bigrams_freq.txt,es,bigrams_freq,,17,darse,cuenta,130,,,
es/bigrams_freq.txt,es,bigrams_freq,,18,doña,maría,127,,,
es/bigrams_freq.txt,es,bigrams_freq,,19,tomás,bajalta,122,,,
es/bigrams_freq.txt,es,bigrams_freq,,20,señor,josep,116,,,
es/bigrams_freq.txt,es,bigrams_freq,,21,don,modesto,116,,,
es/bigrams_freq.txt,es,bigrams_freq,,22,primera,vez,113,,,
es/bigrams_freq.txt,es,bigrams_freq,,23,hijos,israel,111,,,
es/bigrams_freq.txt,es,bigrams_freq,,24,príncipe,demetrio,111,,,
es/bigrams_freq.txt,es,bigrams_freq,,25,anna,maria,102,,,
